lncRNA,mRNA
SNHG1,NDST4
SNHG1,FCRLA
SNHG1,SLC22A18AS
SNHG1,IBSP
SNHG1,CYP27C1
SNHG1,ZBP1
SNHG1,RNASE10
SNHG1,OR5AK2
SNHG1,MRPL2
SNHG1,RHOJ
SNHG1,CBLN2
SNHG1,TMPRSS5
SNHG1,C2orf76
SNHG1,ZNF507
SNHG1,CLIC5
SNHG1,TAS2R4
SNHG1,GATM
SNHG1,AJAP1
SNHG1,ZNF90
SNHG1,PLSCR2
SNHG1,C8orf86
SNHG1,OR6V1
SNHG1,ATP5F1A
SNHG1,NDRG3
SNHG1,CFAP47
SNHG1,DPEP2
SNHG1,SNTG2
SNHG1,CPO
SNHG1,SLITRK2
SNHG1,GAGE1
SNHG1,SNRPN
SNHG1,BEND5
SNHG1,GPRC6A
SNHG1,SLC5A1
SNHG1,C10orf62
SNHG1,CLEC7A
SNHG1,HHIPL1
SNHG1,SPOCK1
SNHG1,ZNF853
SNHG1,SEMA5B
SNHG1,NEU4
SNHG1,KLF1
SNHG1,ST3GAL3
SNHG1,LYZL4
SNHG1,DMRTA2
SNHG1,OR14J1
SNHG1,PCDH18
SNHG1,DMRTC2
SNHG1,FABP1
SNHG1,OR10G9
SNHG1,GFRAL
SNHG1,KRTAP9-8
SNHG1,ADAMTS18
SNHG1,NUDT10
SNHG1,SLC6A16
SNHG1,ANGPTL5
SNHG1,ELMO1
SNHG1,CCM2L
SNHG1,PRX
SNHG1,SYT10
SNHG1,SYT14
SNHG1,ACTL7B
SNHG1,MICU3
SNHG1,YTHDC1
SNHG1,TMEM176B
SNHG1,TNFAIP8L2
SNHG1,SAMD9
SNHG1,OR11H4
SNHG1,HAPLN1
SNHG1,EVC2
SNHG1,TAAR6
SNHG1,NPPA
SNHG1,PTPN7
SNHG1,TRIM67
SNHG1,UBE2NL
SNHG1,ADCY2
SNHG1,IFNL1
SNHG1,LPCAT3
SNHG1,EMX2
SNHG1,PPP1R3C
SNHG1,ZNF705G
SNHG1,HTRA1
SNHG1,HORMAD1
SNHG1,IHH
SNHG1,ADGRA2
SNHG1,ADIG
SNHG1,ANKRD46
SNHG1,C1orf185
SNHG1,REG3G
SNHG1,DEUP1
SNHG1,ST18
SNHG1,CXCL13
SNHG1,PXDNL
SNHG1,B3GALT2
SNHG1,BSPH1
SNHG1,ACTB
SNHG1,ITIH1
SNHG1,SOX5
SNHG1,CLVS2
SNHG1,TCF24
SNHG1,UGT2B4
SNHG1,CNKSR2
SNHG1,PAPPA
SNHG1,ACOT12
SNHG1,CCDC140
SNHG1,CFAP77
SNHG1,ZSWIM5
SNHG1,OR5K1
SNHG1,NHSL2
SNHG1,CNRIP1
SNHG1,DNAH5
SNHG1,GRM6
SNHG1,PRKAA2
SNHG1,MEGF10
SNHG1,PCSK2
SNHG1,LILRB2
DANCR,SGPL1
DANCR,ZDHHC20
DANCR,PBK
DANCR,DPYSL2
DANCR,NSF
DANCR,KCTD5
DANCR,SERPINE1
DANCR,ADAM21
DANCR,CTNS
DANCR,DSG2
DANCR,PRC1
DANCR,SLC36A1
DANCR,TGFBR1
DANCR,SKP2
DANCR,HIPK3
DANCR,GNB4
DANCR,LGR5
DANCR,INIP
DANCR,CDC6
DANCR,ANP32E
DANCR,GNAQ
DANCR,H3C3
DANCR,ARHGAP11A
DANCR,MGST3
DANCR,LIN7C
DANCR,SNRPB2
DANCR,PIP4K2A
DANCR,ROBO4
DANCR,IQGAP3
DANCR,LRRC15
DANCR,CTSB
DANCR,ACADM
DANCR,PPARA
DANCR,IL32
DANCR,IL1B
DANCR,SPAG5
DANCR,HJURP
DANCR,AURKB
DANCR,TYMS
DANCR,TP53INP1
DANCR,ACTG2
DANCR,PRDX3
DANCR,OIP5
DANCR,PI3
DANCR,ROCK1
DANCR,CENPA
DANCR,RPRD1A
DANCR,HAS2
DANCR,ENTPD7
DANCR,HSD17B14
DANCR,BMF
DANCR,BUB1
DANCR,ZWILCH
DANCR,TNFAIP3
DANCR,ANKRD46
DANCR,H1-3
DANCR,SYT14
DANCR,TROAP
DANCR,ARHGAP18
DANCR,TOP2A
DANCR,EPB41L1
DANCR,FAM72C
DANCR,TMEM170A
DANCR,CAD
DANCR,PTPMT1
DANCR,CCDC92
DANCR,KIF23
DANCR,RGS4
DANCR,OAS3
DANCR,MELK
DANCR,RMI1
DANCR,STAU1
DANCR,GPRC5B
DANCR,MET
DANCR,RASGRP3
DANCR,PLAT
DANCR,CENPF
DANCR,CMPK1
DANCR,RTKN2
DANCR,CLSPN
DANCR,KIF15
DANCR,ERAP1
DANCR,C2CD5
DANCR,NKIRAS1
DANCR,EME1
DANCR,ALG13
DANCR,VAMP3
DANCR,GAS2L3
DANCR,GTSE1
DANCR,FBN1
DANCR,ESPL1
DANCR,RTCA
DANCR,ECT2
DANCR,TMPO
DANCR,GPR176
DANCR,DDIAS
DANCR,ARRDC3
DANCR,KNL1
DANCR,KIF18A
DANCR,MAD2L1
DANCR,FAR1
DANCR,FAM83D
DANCR,MKI67
DANCR,CEP55
DANCR,AFG3L2
DANCR,PIGK
DANCR,NCAPD2
DANCR,RND3
DANCR,PGRMC1
DANCR,KIF2C
DANCR,SIKE1
DANCR,RFFL
DANCR,LZIC
DANCR,DLGAP5
DANCR,MCM7
DANCR,ASF1B
DANCR,NEIL3
DANCR,MTRR
DANCR,BDKRB1
DANCR,SKA3
DANCR,NCAPH
DANCR,SLFN5
DANCR,EXD2
DANCR,GMNN
DANCR,PRICKLE1
DANCR,CDC20
DANCR,FANCA
DANCR,DTL
DANCR,WIPI1
DANCR,LIPA
DANCR,DIXDC1
DANCR,SLC25A11
DANCR,HDAC9
DANCR,SMC4
DANCR,MIR31HG
DANCR,ANLN
DANCR,SMC2
DANCR,RPGR
DANCR,CDK1
DANCR,NIPSNAP3A
DANCR,TXNRD1
DANCR,PTPN1
DANCR,DDX21
DANCR,SLC16A9
DANCR,H1-2
DANCR,KIFBP
DANCR,MCM10
DANCR,CDC45
DANCR,KLHDC3
DANCR,HMOX1
DANCR,RNASEH2B
DANCR,EZH2
DANCR,AMACR
DANCR,NUF2
DANCR,POLR3G
DANCR,CDKN1A
DANCR,WDR36
DANCR,FOXM1
DANCR,RBM3
DANCR,SLIT2
DANCR,LANCL1
DANCR,SGMS1
DANCR,STARD3NL
DANCR,NUTF2
DANCR,RACGAP1
DANCR,TBX22
DANCR,HNRNPF
DANCR,PPIP5K2
DANCR,GPCPD1
DANCR,MFGE8
DANCR,CCNB2
DANCR,ZBTB41
DANCR,HYLS1
DANCR,CENPI
DANCR,DIABLO
DANCR,E2F7
DANCR,SCML2
DANCR,GK
DANCR,LAMC2
DANCR,PCDH18
DANCR,DCK
DANCR,GPD2
DANCR,ARL5B
DANCR,LRRC6
DANCR,NEDD4
DANCR,MYO1D
DANCR,SMC3
DANCR,SLC11A2
DANCR,ACCSL
DANCR,DEPDC1B
DANCR,PAIP2
DANCR,CCND1
DANCR,E2F8
DANCR,NAXE
DANCR,CENPE
DANCR,TCP11L1
DANCR,FANCI
DANCR,H3C2
DANCR,PNKD
DANCR,SCRN1
DANCR,GFPT2
DANCR,SLC41A2
DANCR,MCM5
DANCR,MFSD3
DANCR,HBEGF
DANCR,KIF4A
DANCR,ZNF460
DANCR,DSCC1
DANCR,ELAVL2
DANCR,VRK1
DANCR,RNASEH2A
DANCR,METAP2
DANCR,PLK1
DANCR,POC1A
DANCR,IL13RA2
DANCR,NLGN1
DANCR,SPSB1
DANCR,BRCA1
DANCR,BIRC5
DANCR,NEK2
DANCR,CYB561A3
DANCR,YEATS4
DANCR,CIP2A
DANCR,H2BC7
DANCR,CDC25C
DANCR,MBTPS1
DANCR,BUB1B-PAK6
DANCR,POLA1
DANCR,NCAPG
DANCR,ICMT
DANCR,ATAD5
DANCR,MYBL2
DANCR,C1S
DANCR,MAN2B1
DANCR,MCM3
DANCR,RRM2
DANCR,H4C2
DANCR,GRPEL2
DANCR,H2AC15
DANCR,SDC3
DANCR,FAM214B
DANCR,BRCA2
DANCR,SMPD1
DANCR,CDKN3
DANCR,KIF20B
DANCR,HMGB2
DANCR,CCNB1
DANCR,LARP4
DANCR,KIF14
DANCR,G2E3
DANCR,TK1
DANCR,COX6B1
DANCR,HLTF
DANCR,CDCA5
DANCR,C3
DANCR,RASSF8
DANCR,SHCBP1
DANCR,MAP1A
DANCR,FAM149B1
DANCR,NUP88
DANCR,BAG4
DANCR,AURKA
DANCR,MPP5
DANCR,SLC39A11
DANCR,ARMH4
DANCR,H2BC14
DANCR,SLC43A3
DANCR,KNTC1
DANCR,STIL
DANCR,MDK
DANCR,ITGA5
DANCR,KHDRBS3
DANCR,DIAPH3
DANCR,GLMP
DANCR,VGLL4
DANCR,CNIH3
DANCR,ZWINT
DANCR,CRK
DANCR,RAD23B
DANCR,IGFBP4
DANCR,GSE1
DANCR,UPP1
DANCR,ORC1
DANCR,ALDH1A3
DANCR,CEBPB
DANCR,MNAT1
DANCR,HMMR
DANCR,LMNB1
DANCR,MCM2
DANCR,CBL
DANCR,CASP7
DANCR,RASSF2
DANCR,SEMA7A
DANCR,LRRCC1
DANCR,ITGA10
DANCR,H2AZ1
DANCR,AREG
DANCR,ATAD2
DANCR,CTSO
DANCR,NUP58
DANCR,CHRNA5
DANCR,SPDL1
DANCR,HASPIN
DANCR,WASF1
DANCR,ZBTB44
DANCR,ABCA13
DANCR,KIF22
DANCR,NUSAP1
DANCR,MAF1
DANCR,PLA2G4C
DANCR,SIDT2
DANCR,LBR
DANCR,NEBL
DANCR,KDSR
DANCR,H1-4
DANCR,GGCT
DANCR,NXPE3
DANCR,CA13
DANCR,FTH1
DANCR,PAX8-AS1
DANCR,UHRF1
DANCR,SLC10A5
DANCR,FAM199X
DANCR,SENP1
DANCR,PDE8A
DANCR,NDC80
DANCR,ITGB3BP
DANCR,RASL11A
DANCR,CHST11
DANCR,CTSC
DANCR,TTK
DANCR,CSF1
DANCR,CDCA2
DANCR,NUP160
DANCR,ANKRD40
DANCR,ERCC5
DANCR,RAD51AP1
DANCR,NAV2
DANCR,H2AC21
DANCR,POLA2
DANCR,TNIP1
DANCR,DISP2
DANCR,KIF11
DANCR,PDP1
DANCR,NCAPD3
DANCR,C19orf48
DANCR,TACC3
DANCR,BRCC3
DANCR,RFC2
DANCR,LYPD3
DANCR,AZIN1
DANCR,HADH
DANCR,ARNTL2
DANCR,CDC25A
DANCR,PRR3
DANCR,ACP1
DANCR,RCN1
DANCR,KIAA0586
DANCR,H2AC16
DANCR,RAB8B
DANCR,ERN1
DANCR,CCN1
DANCR,STS
DANCR,ENTPD6
DANCR,HELLS
DANCR,EEFSEC
DANCR,SCAMP5
DANCR,SKA1
DANCR,DEPDC1
DANCR,MYOM1
DANCR,PLPPR2
DANCR,ADAMTS1
DANCR,RBM14
DANCR,POT1
DANCR,PTTG1
DANCR,TNKS1BP1
DANCR,DBF4B
DANCR,GPANK1
DANCR,NUDT21
DANCR,PCIF1
DANCR,SRR
DANCR,POLH
DANCR,WNT7A
DANCR,ZGRF1
DANCR,CGGBP1
DANCR,CCNA2
DANCR,PIR
DANCR,LUM
DANCR,MAP2K6
DANCR,DNER
DANCR,RAB27B
DANCR,H4C1
DANCR,SLC38A7
DANCR,TMEM132A
DANCR,RHBDF2
DANCR,LAMA3
DANCR,PHF19
DANCR,CDK2
DANCR,TSPAN3
DANCR,SLC43A2
DANCR,MMS22L
DANCR,MCMBP
DANCR,LIMK1
DANCR,ARSB
DANCR,WEE1
DANCR,TEX2
DANCR,MIF4GD
DANCR,SAT1
DANCR,HIBADH
DANCR,PCDHB2
DANCR,TIMM10
DANCR,CEP85
DANCR,PRKACB
DANCR,MORN4
DANCR,NFKBIA
DANCR,CKAP2
DANCR,EXOSC8
DANCR,FAM102A
DANCR,PIGY
DANCR,RAD54B
DANCR,SLC46A3
DANCR,ASAH1
DANCR,KIF20A
DANCR,BARD1
DANCR,ACP7
DANCR,NINJ1
DANCR,TDP1
DANCR,FBXO5
DANCR,DUT
DANCR,ARHGEF6
DANCR,C5orf15
DANCR,PLA2G15
DANCR,ENTPD5
DANCR,RRAGC
DANCR,RFC3
DANCR,IL6R
DANCR,POLQ
DANCR,ZFYVE26
DANCR,WDR1
DANCR,SELENOM
DANCR,AGO1
DANCR,MYO19
DANCR,UBE2Q1
DANCR,HAT1
DANCR,DPYD
DANCR,RTTN
DANCR,UBR7
DANCR,EPDR1
DANCR,FLVCR1
DANCR,CYB5D1
DANCR,PHIP
DANCR,IPMK
DANCR,SEZ6L2
DANCR,ZNF528
DANCR,POMK
DANCR,MCM4
DANCR,NHLRC2
DANCR,CHPF
DANCR,QTRT2
DANCR,TMEM14A
DANCR,WDHD1
DANCR,ORC6
DANCR,TPX2
DANCR,SLC22A23
DANCR,GALNT11
DANCR,FRMD6
DANCR,OSGEP
DANCR,ADRB1
DANCR,RCC1
DANCR,STX2
DANCR,CDCA8
DANCR,GNG7
DANCR,UBE4A
DANCR,GDF15
DANCR,ANKRD1
DANCR,GINS2
DANCR,DNM1
DANCR,OR10J3
DANCR,TKFC
DANCR,ZNF382
DANCR,CENPL
DANCR,NEU1
DANCR,RPLP0P2
DANCR,FBXO32
DANCR,CDCA7
DANCR,HOXA9
DANCR,TAPBP
DANCR,SGPP1
DANCR,PFKP
DANCR,CCN3
DANCR,HSD3B7
DANCR,VSIG10
DANCR,C12orf57
DANCR,ZHX3
DANCR,PTGES
DANCR,LSM14A
DANCR,CDCA3
DANCR,HMGN5
DANCR,LACTB
DANCR,ST8SIA4
DANCR,C2CD2
DANCR,LRRC3
DANCR,H4C3
DANCR,GSKIP
DANCR,PARPBP
DANCR,PHF6
DANCR,SMCHD1
DANCR,BCL9L
DANCR,LRP8
DANCR,FZD4
DANCR,MCOLN1
DANCR,FIBP
DANCR,DUSP16
DANCR,SH3PXD2A
DANCR,AFAP1
DANCR,MAP3K2
DANCR,ITGA3
DANCR,ZNF134
DANCR,SERPINB4
DANCR,TMEM30A
DANCR,CNTRL
DANCR,PRIM1
DANCR,RUFY2
DANCR,LRIG3
DANCR,IKZF5
DANCR,UGCG
DANCR,SSRP1
DANCR,CCP110
DANCR,CD24
DANCR,NIN
DANCR,H3C10
DANCR,SAR1A
DANCR,H2AC8
DANCR,SHMT2
DANCR,FAM177A1
DANCR,G3BP2
DANCR,CKAP5
DANCR,RAB11FIP2
DANCR,POLE
DANCR,MARCKS
DANCR,MAGEB17
DANCR,CD82
DANCR,MAPKAP1
DANCR,PTGFR
DANCR,UBE2J1
DANCR,COL6A1
DANCR,MAP2K4
DANCR,CD79A
DANCR,FKBP14
DANCR,PYROXD1
DANCR,UBE2T
DANCR,METTL15
DANCR,CALU
DANCR,DPH6
DANCR,DUSP5
DANCR,NUAK2
DANCR,FBXO4
DANCR,MRAS
DANCR,PSKH1
DANCR,SETD7
DANCR,TRIM8
DANCR,ASPM
DANCR,LRRC8B
DANCR,SGK3
DANCR,ENC1
DANCR,LRR1
DANCR,HSPA13
DANCR,TNFRSF9
DANCR,PLPP3
DANCR,SLC35F2
DANCR,DHRS1
DANCR,DNAJC12
DANCR,CKAP2L
DANCR,CLDN7
DANCR,STAMBPL1
DANCR,DUSP3
DANCR,SERPINB3
DANCR,PIGZ
DANCR,MCAM
DANCR,MPC2
DANCR,LHFPL2
DANCR,TBC1D13
DANCR,MBD5
DANCR,MTR
DANCR,STEAP3
DANCR,SLC35B4
DANCR,TCF19
DANCR,DNMT1
DANCR,ESAM
DANCR,TSNAX
DANCR,MARCHF8
DANCR,DPP8
DANCR,CAMK2B
DANCR,PLK4
DANCR,NCF2
DANCR,VBP1
DANCR,FANCB
DANCR,TMOD2
DANCR,GET1
DANCR,CYBRD1
DANCR,TENT4B
DANCR,NUP37
DANCR,REXO5
DANCR,MAP4K4
DANCR,RNF135
DANCR,IRAK2
DANCR,CEP128
DANCR,UBA5
DANCR,GID4
DANCR,MOGS
DANCR,GATC
DANCR,RAD54L
DANCR,MBP
DANCR,FAM117A
DANCR,SEPTIN2
DANCR,PCNA
DANCR,PIK3R2
DANCR,TRIOBP
DANCR,RPL39L
DANCR,SAAL1
DANCR,BMPR2
DANCR,IL6
DANCR,BLM
DANCR,RAD21
DANCR,HROB
DANCR,RAB3D
DANCR,PER2
DANCR,QKI
DANCR,CYP27A1
DANCR,KRT37
DANCR,RUNX2
DANCR,CNTNAP1
DANCR,TTYH3
DANCR,CPPED1
DANCR,CIT
DANCR,NCAM2
DANCR,SGO1
DANCR,CCNE2
DANCR,GPN3
DANCR,MTHFD1
DANCR,INCENP
DANCR,MGME1
DANCR,GNPTG
DANCR,COL6A2
DANCR,TTC39C
DANCR,LRP1
DANCR,KCNAB2
DANCR,EXO1
DANCR,MVP
DANCR,CALCOCO1
DANCR,CAMKMT
DANCR,CDC7
DANCR,PLBD2
DANCR,EYA1
DANCR,PRPF40A
DANCR,GPR63
DANCR,YPEL5
DANCR,ICAM1
DANCR,RELB
DANCR,SLC16A2
DANCR,DUSP1
DANCR,CLN5
DANCR,FADS1
DANCR,KLHL9
DANCR,PLSCR4
DANCR,PDGFRL
DANCR,SYNGR2
DANCR,MAGED2
DANCR,ZNF280C
DANCR,CHAF1A
DANCR,FAM111B
DANCR,TRAIP
DANCR,EXOC5
DANCR,BTBD9
DANCR,QSOX1
DANCR,GFPT1
DANCR,SLC45A4
DANCR,MDC1
DANCR,GPRC5C
DANCR,SEL1L
DANCR,MYO5C
DANCR,NTNG1
DANCR,TNS3
DANCR,SKA2
DANCR,TICRR
DANCR,ERI2
DANCR,RC3H2
DANCR,RRM1
DANCR,POU2F2
DANCR,H2AX
DANCR,NLK
DANCR,SOGA3
DANCR,PDS5B
DANCR,MASTL
DANCR,SPG21
DANCR,STAT2
DANCR,CLCN5
DANCR,CHFR
DANCR,SLC25A46
DANCR,MAGI3
DANCR,NDRG3
DANCR,YPEL3
DANCR,HINT2
DANCR,FBXO6
DANCR,FNDC3B
DANCR,SQSTM1
DANCR,USP1
DANCR,HIVEP1
DANCR,SAP30
DANCR,SLC6A6
DANCR,NCAPG2
DANCR,PRTFDC1
DANCR,APOBEC3G
DANCR,TIGD2
DANCR,B4GALT5
DANCR,NFRKB
DANCR,CHEK1
DANCR,HUS1
DANCR,MAPRE3
DANCR,CPM
DANCR,PAM
DANCR,MCM8
DANCR,CBX6
DANCR,SPAST
DANCR,ASRGL1
DANCR,VPS41
DANCR,DSEL
DANCR,PHB
DANCR,FBXO27
DANCR,RPL15
DANCR,PGM1
DANCR,RAD51
DANCR,PPFIBP1
DANCR,FLVCR2
DANCR,EIF5A2
DANCR,SGO2
DANCR,CDHR3
DANCR,BMPR1B
DANCR,TUBGCP3
DANCR,PDPR
DANCR,SIK3
DANCR,SLC25A19
DANCR,MTDH
DANCR,TMEM104
DANCR,SEC14L1
DANCR,NIPA1
DANCR,LIF
DANCR,GPNMB
DANCR,IL31RA
DANCR,SFT2D2
DANCR,TMEM237
DANCR,FHIT
DANCR,ATP6V0D1
DANCR,RFC5
DANCR,NSD2
DANCR,ZNF442
DANCR,ZBED4
DANCR,TP53INP2
DANCR,ARL6IP6
DANCR,PPIH
DANCR,SOD2
DANCR,GEN1
DANCR,HECTD3
DANCR,MIS18BP1
DANCR,WWC3
DANCR,DHX36
DANCR,POGK
DANCR,RNF141
DANCR,BORA
DANCR,RNF13
DANCR,PSIP1
DANCR,FANCD2
DANCR,MBTPS2
DANCR,PCLAF
DANCR,IQSEC1
DANCR,CPEB2
DANCR,CEP44
DANCR,H4C5
DANCR,ICOSLG
DANCR,GINS1
DANCR,RNVU1-1
DANCR,C1orf112
DANCR,PLEKHM1
DANCR,SRPRA
DANCR,HERPUD1
DANCR,ACAP2
DANCR,TEAD1
DANCR,PSMD3
DANCR,XDH
DANCR,GOLT1B
DANCR,EMC2
DANCR,MYEF2
DANCR,AHNAK2
DANCR,BCOR
DANCR,AMPD2
DANCR,CHRAC1
DANCR,LOXL4
DANCR,TTI2
DANCR,THAP10
DANCR,CHAF1B
DANCR,TSPAN12
DANCR,NR2C2AP
DANCR,ATP6V0D2
DANCR,RBMS3
DANCR,RFWD3
DANCR,FICD
DANCR,C19orf54
DANCR,GMPS
DANCR,MIEF1
DANCR,IFITM4P
DANCR,ZBTB3
DANCR,PCGF5
DANCR,ZDHHC7
DANCR,ABCA8
DANCR,ADCY6
DANCR,COQ2
DANCR,ADAM19
DANCR,TICAM1
DANCR,CCDC82
DANCR,KIF3C
DANCR,GREB1L
DANCR,HEG1
DANCR,PDGFB
DANCR,OTULINL
DANCR,DERL1
DANCR,ZW10
DANCR,XRRA1
DANCR,UACA
DANCR,DARS1
DANCR,PIK3C2B
DANCR,MAGEF1
DANCR,TOE1
DANCR,TBC1D17
DANCR,ANKRD13C
DANCR,ATF5
DANCR,CCNJL
DANCR,EID3
DANCR,RPS2
DANCR,ETNK1
DANCR,TTLL7
DANCR,GLE1
DANCR,JARID2
DANCR,MTARC1
DANCR,KCTD10
DANCR,RAB2B
DANCR,UTP18
DANCR,NRBF2
DANCR,TIMELESS
DANCR,UVRAG
DANCR,SPAG1
DANCR,PARVA
DANCR,SLC22A17
DANCR,PIP5K1C
DANCR,CREG1
DANCR,MAPRE2
DANCR,TBC1D20
DANCR,SOCS3
DANCR,UBE2C
DANCR,ZFYVE1
DANCR,ATP23
DANCR,GRK5
DANCR,KLHL28
DANCR,THRB
DANCR,MMP14
DANCR,ZNF616
DANCR,IQCK
DANCR,SMG9
DANCR,MEF2D
DANCR,SESN2
DANCR,COPS7B
DANCR,SUSD2
DANCR,ZDHHC6
DANCR,ADCY7
DANCR,KATNA1
DANCR,STAP2
DANCR,PINK1
DANCR,MFHAS1
DANCR,TAZ
DANCR,CENPU
DANCR,OSBPL7
DANCR,BOD1
DANCR,AKAP7
DANCR,REEP3
DANCR,RNF144A
DANCR,SNRPB
DANCR,NT5C2
DANCR,ZNF830
DANCR,SMAD3
DANCR,HLA-DMA
DANCR,CTNNBIP1
DANCR,NECTIN3
DANCR,CERK
DANCR,H3C4
DANCR,RIT1
DANCR,ABHD10
DANCR,WDR61
DANCR,SLC1A1
DANCR,NUDT14
DANCR,C5orf34
DANCR,MGAT4B
DANCR,CCDC69
DANCR,AK5
DANCR,BMP1
DANCR,HNRNPK
DANCR,CDK14
DANCR,YTHDF3
DANCR,TUBGCP5
DANCR,ZNFX1
DANCR,SMAP1
DANCR,RIOK3
DANCR,PRKD1
DANCR,EVI2B
DANCR,RPL31
DANCR,BRINP2
DANCR,POLE2
DANCR,RPS6KA5
DANCR,FANCM
DANCR,UCP2
DANCR,EYA3
DANCR,CHAC2
DANCR,SLC7A6
DANCR,SEPTIN5
DANCR,XRCC2
DANCR,NAA50
DANCR,OR2L13
DANCR,ANKFY1
DANCR,CEP295NL
DANCR,PTPN9
DANCR,C9orf116
DANCR,ZNF304
DANCR,RAB29
DANCR,LMLN
DANCR,SMCR8
DANCR,MBLAC2
DANCR,REEP4
DANCR,CCDC113
DANCR,WDR76
DANCR,KIAA1217
DANCR,LGALS8
DANCR,TNFRSF10B
DANCR,TOPBP1
DANCR,NEMF
DANCR,ACO1
DANCR,SERPINB5
DANCR,PDK3
DANCR,MBNL3
DANCR,PALLD
DANCR,CERCAM
DANCR,SLC37A4
DANCR,MRPL11
DANCR,RNF24
DANCR,MIS18A
DANCR,WWC1
DANCR,CCNF
DANCR,VAT1
DANCR,DNASE2
DANCR,BIRC3
DANCR,ACTL6A
DANCR,HTRA2
DANCR,EXOC1
DANCR,MALAT1
DANCR,PLAUR
DANCR,THSD4
DANCR,FZD2
DANCR,ACBD7
DANCR,METTL14
DANCR,SIK1
DANCR,MTHFD1L
DANCR,SBF1
DANCR,DNPH1
DANCR,UBE2G2
DANCR,SLC35B1
DANCR,ZFP36L2
DANCR,CBWD5
DANCR,TMEM97
DANCR,MAP7D2
DANCR,RIPK4
DANCR,TRAF3
DANCR,ATP6V1G2
DANCR,PTBP1
DANCR,SBDS
DANCR,TMEM255B
DANCR,MRGBP
DANCR,GCFC2
DANCR,LINGO2
DANCR,TST
DANCR,C18orf32
DANCR,RBL1
DANCR,MPP7
DANCR,PID1
DANCR,UHRF1BP1L
DANCR,RGMB
DANCR,ZNF395
DANCR,SLC44A1
DANCR,NPRL3
DANCR,CD68
DANCR,FGFBP1
DANCR,LIN9
DANCR,PITHD1
DANCR,CCND3
DANCR,TAF15
DANCR,SIRPA
DANCR,ELOA
DANCR,DYM
DANCR,SLC39A9
DANCR,SAMD8
DANCR,CARMIL1
DANCR,ASIC1
DANCR,TMEM241
DANCR,WDFY2
DANCR,CYRIB
DANCR,KDELR3
DANCR,ARHGAP19
DANCR,VPS54
DANCR,OLFML3
DANCR,PRPS2
DANCR,POMGNT1
DANCR,STK4
DANCR,NPC1
DANCR,ABCC5
DANCR,RUBCN
DANCR,QDPR
DANCR,GMDS
DANCR,SNX10
DANCR,MMP1
DANCR,TSPAN31
DANCR,SLC20A1
DANCR,MND1
DANCR,ST6GALNAC6
DANCR,DGAT2
DANCR,ACY1
DANCR,CNKSR2
DANCR,SCD5
DANCR,MLH1
DANCR,CLDN4
DANCR,GPR137
DANCR,ECE1
DANCR,MOB4
DANCR,TBKBP1
DANCR,DOP1B
DANCR,SIAE
DANCR,H1-0
DANCR,EHF
DANCR,CLIC4
DANCR,RCAN1
DANCR,APOBEC3C
DANCR,JADE1
DANCR,DCP2
DANCR,SRRT
DANCR,KIF3B
DANCR,NSUN6
DANCR,S100PBP
DANCR,PDHA1
DANCR,CPQ
DANCR,GALNS
DANCR,CBLB
DANCR,PI4K2A
DANCR,SLC44A2
DANCR,RECQL4
DANCR,C1GALT1C1
DANCR,STEAP2
DANCR,RNF125
DANCR,SEC31A
DANCR,RNF38
DANCR,SPOCK1
DANCR,FAM222B
DANCR,HERC3
DANCR,FOXRED1
DANCR,PDLIM5
DANCR,MTHFR
DANCR,KCND2
DANCR,TCP11L2
DANCR,PCDHB3
DANCR,RYK
DANCR,IL23A
DANCR,CD63
DANCR,TMCC2
DANCR,GSR
DANCR,NELFCD
DANCR,ERRFI1
DANCR,IFIT1
DANCR,CERS4
DANCR,TTC28
DANCR,IMPDH2
DANCR,LAMP1
DANCR,UCK2
DANCR,EIF1AD
DANCR,DLEU2
DANCR,BNC2
DANCR,MMP16
DANCR,CPA4
DANCR,DEK
DANCR,RAD23A
DANCR,ALOXE3
DANCR,PRKG2
DANCR,C9orf43
DANCR,ZNF22
DANCR,PDCL
DANCR,GALE
DANCR,ID2
DANCR,CHML
DANCR,HMGXB4
DANCR,DYNC1LI2
DANCR,MAP3K14
DANCR,ACSM3
DANCR,FAM91A1
DANCR,DCPS
DANCR,GSTCD
DANCR,TOR1A
DANCR,POC1B-GALNT4
DANCR,HNF4G
DANCR,SRSF1
DANCR,COQ8A
DANCR,TBC1D16
DANCR,CASTOR3
DANCR,SASS6
DANCR,NPR3
DANCR,ABHD11
DANCR,CACUL1
DANCR,BACE2
DANCR,ROR1
DANCR,GINM1
DANCR,RAD18
DANCR,BAK1
DANCR,JUNB
DANCR,CCDC15
DANCR,PLD3
DANCR,MTHFD2
DANCR,KCND1
DANCR,PPDPF
DANCR,PTHLH
DANCR,SLITRK4
DANCR,LATS2
DANCR,FHL2
DANCR,PRKX
DANCR,CENPK
DANCR,MDFIC
DANCR,CUX1
DANCR,SMC1A
DANCR,SLC4A11
DANCR,CCDC18
DANCR,CENPJ
DANCR,SEMA6D
DANCR,MAP3K9
DANCR,FKBP10
DANCR,KPNA2
DANCR,WDR3
DANCR,UGGT2
DANCR,CS
DANCR,PTPRF
DANCR,SDC2
DANCR,E2F1
DANCR,FSTL3
DANCR,TEX30
DANCR,C1orf74
DANCR,COL5A2
DANCR,MECOM
DANCR,ALKBH3
DANCR,IKBKE
