gene,GW16_1,GW16_10,GW16_11,GW16_12,GW16_13,GW16_14,GW16_15,GW16_16,GW16_17,GW16_18,GW16_19,GW16_2,GW16_20,GW16_21,GW16_22,GW16_23,GW16_24,GW16_25,GW16_26,GW16_3,GW16_4,GW16_5,GW16_6,GW16_7,GW16_8,GW16_9,GW21p3_1,GW21p3_10,GW21p3_11,GW21p3_12,GW21p3_13,GW21p3_14,GW21p3_15,GW21p3_16,GW21p3_2,GW21p3_3,GW21p3_4,GW21p3_5,GW21p3_6,GW21p3_7,GW21p3_8,GW21p3_9,GW21_1,GW21_2,GW21_3,GW21_4,GW21_5,GW21_6,GW21_7,GW21_8,A1_N701_S501,A1_N701_S503,A1_N701_S505,A1_N701_S506,A1_N701_S507,A1_N701_S508,A1_N702_S501,A1_N702_S503,A1_N702_S504,A1_N702_S505,A1_N702_S506,A1_N702_S507,A1_N702_S508,A1_N703_S502,A1_N703_S503,A1_N703_S504,A1_N703_S505,A1_N703_S506,A1_N704_S501,A1_N704_S502,A1_N704_S503,A1_N704_S504,A1_N704_S505,A1_N704_S506,A1_N704_S507,A1_N705_S502,A1_N705_S503,A1_N705_S505,A1_N705_S506,A1_N705_S507,A1_N706_S502,A1_N706_S503,A1_N706_S504,A1_N706_S505,A1_N706_S506,A1_N706_S507,A1_N707_S503,A1_N707_S505,A1_N707_S506,A1_N707_S507,A1_N708_S502,A1_N708_S508,A1_N709_S501,A1_N709_S502,A1_N709_S503,A1_N709_S506,A1_N709_S507,A1_N709_S508,A1_N710_S501,A1_N710_S502,A1_N710_S504,A1_N710_S505,A1_N710_S508,A1_N711_S503,A1_N711_S504,A1_N711_S505,A1_N711_S507,A1_N711_S508,A1_N712_S501,A1_N712_S502,A1_N712_S503,A1_N712_S504,A1_N712_S505,A1_N712_S507,A1_N712_S508,A2_N701_S501,A2_N701_S502,A2_N701_S503,A2_N701_S506,A2_N701_S507,A2_N701_S508,A2_N702_S501,A2_N702_S504,A2_N702_S506,A2_N702_S507,A2_N702_S508,A2_N703_S501,A2_N703_S503,A2_N703_S506,A2_N703_S508,A2_N704_S501,A2_N704_S503,A2_N704_S506,A2_N704_S508,A2_N705_S502,A2_N705_S504,A2_N705_S505,A2_N705_S507,A2_N706_S501,A2_N706_S503,A2_N706_S504,A2_N706_S506,A2_N706_S507,A2_N706_S508,A2_N707_S501,A2_N707_S504,A2_N707_S505,A2_N707_S507,A2_N707_S508,A2_N708_S502,A2_N708_S503,A2_N708_S506,A2_N708_S508,A2_N709_S503,A2_N709_S505,A2_N709_S506,A2_N709_S507,A2_N709_S508,A2_N710_S501,A2_N710_S502,A2_N710_S503,A2_N710_S506,A2_N710_S507,A2_N710_S508,A2_N711_S501,A2_N711_S502,A2_N711_S504,A2_N711_S505,A2_N711_S507,A2_N711_S508,A2_N712_S502,A2_N712_S507,A2_N712_S508,S44.A10,S44.A11,S44.A6,S44.A8,S44.A9,S44.B6,S44.B7,S44.B8,S44.B9,S44.C9,S44.D10,S44.D5,S44.D8,S44.D9,S44.E10,S44.F10,S44.F6,S44.F9,S44.G10,S44.G5,S44.G7,S44.G8,S44.G9,S44.H5,S44.H6,S44.H9,S46.A1,S46.A10,S46.A11,S46.A12,S46.A2,S46.A4,S46.A5,S46.A6,S46.A7,S46.A8,S46.A9,S46.B1,S46.B10,S46.B11,S46.B12,S46.B2,S46.B3,S46.B4,S46.B5,S46.B7,S46.B8,S46.B9,S46.C10,S46.C11,S46.C12,S46.C3,S46.C4,S46.C5,S46.C6,S46.C7,S46.C8,S46.C9,S46.D1,S46.D10,S46.D12,S46.D2,S46.D3,S46.D4,S46.D5,S46.D6,S46.D7,S46.D8,S46.D9,S46.E1,S46.E11,S46.E12,S46.E2,S46.E3,S46.E4,S46.E7,S46.E8,S46.F1,S46.F10,S46.F11,S46.F12,S46.F2,S46.F4,S46.F5,S46.F6,S46.F7,S46.F8,S46.F9,S46.G1,S46.G11,S46.G2,S46.G4,S46.G5,S46.G6,S46.G7,S46.G9,S46.H10,S46.H2,S46.H3,S46.H5,S46.H7,S46.H8,S46.H9
NCAM1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,72.88521398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93819143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696036037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.17317309999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIK3-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.8570786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.07895132,0.0,0.0,0.0,0.0,10.33682298,0.0,0.24553374,0.0,0.0,0.0,0.0,0.0,0.0,166.3791444,119.70370439999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67244014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.068377433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.94103948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.10981314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49614385,0.0,7.38516876,0.0,41.91671766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.7898415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877618943,0.0,0.0,76.05002786,0.0,0.0,764.9130503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.11005980000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.3110168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.3196322000001,0.0,731.3673444,0.0,0.0,0.0,0.0,0.0,0.0,3.594410917,0.0,0.0,0.0,0.0,23.99194327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.23235559999998,0.0,0.0,0.0
CACNA1C-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.07157822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6126478539999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.45948302,0.0,0.0
CD27-AS1,0.0,0.0,0.0,0.142529526,0.092270861,0.0,0.0,0.0,0.0,0.460873233,0.0,0.0,0.0,0.129377246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.874101,0.0,0.0,0.0,0.0,0.0,2.7707800560000004,0.149506846,0.0,0.0,0.24553374,0.0,74.52543516,1.045283772,0.401143652,0.0,0.141284486,0.108249281,0.543490145,0.0,0.151079496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.062402012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.731371652,0.0,0.0,0.0,0.0,0.0,37.54252629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.87644381,0.0,146.911195,0.0,0.0,37.11765137,0.0,0.0,0.0,0.0,0.0,0.0,17.31534077,6.427950868,38.80835603,0.0,0.0,0.0,0.0,7.865558012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02676909,0.0,0.0,0.0,0.0,0.0,0.0,218.36268959999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99469709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.2337952,0.0,0.0,2.748796188,2.555512858,20.16047773,0.0,0.0,0.0,1.6295901919999998,0.0,0.8910405840000001,0.0,0.0,0.0,0.499993261,1.231569215,0.0,0.0,0.495144286,38.44614581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253007955,0.0,1.118996135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3185694770000005,0.0,0.0,125.4063973,1.244813432,2.27607145,0.0,36.08937709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81105495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9430439429999999,0.0,0.0,0.0,0.0,0.0,0.0,2.838571178,0.0,0.0,0.0,0.0,0.766101693,0.0,0.0,0.0,0.0,0.0,0.70981913,0.0,0.0,0.0,0.0
LINC00612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.20300688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42984632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.59410061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASSF8-AS1,0.0,0.0,0.0,0.0,3.598563588,0.0,0.0,0.0,0.0,0.230436616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325960288,0.145886713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.348626967,0.094937873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.49449077,0.0,0.0,0.0,106.89932579999999,0.0,0.0,0.0,0.0,0.0,117.68389690000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.72124924,44.85259869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4009402,0.0,53.48579448,0.0,0.0,71.10934726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24464097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.039397007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823205407,0.0,0.0,0.0,0.0,0.0,0.0,89.75773976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47552082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.7252773,0.0,0.0,0.0,0.0,0.0,65.80741156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33937970100000003,0.0,0.0,0.0,0.198785057,0.0,0.24553374,0.555919645,0.0,18.46667997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846021512,0.0,0.0,0.0,0.0,23.22201058,0.0,0.0,0.0,0.0,0.0,238.1630245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.877126314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.55044472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967285072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19413644,0.0,0.0,1.533307715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2576510840000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.394471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPKAPK5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.18253229999999,0.0,0.0,0.0,0.164750335,0.0,0.0,0.0,0.0,2.9904873739999998,0.0,0.0,197.5319347,40.41061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64076335,38.12424569,0.0,8.34848344,0.982134961,0.0,0.0,0.0,0.200571826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.53275945,0.0,0.0,0.0,0.0,138.5227261,0.0,77.61671206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.7504954,0.0,84.19376003,0.0,0.0,2.0758197469999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76481336,0.0,192.052579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00939,0.187289243,0.0,0.0,0.142529526,0.0,0.0,0.23286010899999998,0.0,0.17282571100000002,0.0,0.0,0.0,0.13283440300000002,0.0,0.0,0.0,0.0,0.255425147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226253134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100285913,0.0,0.0,0.0,0.271745072,0.033035909,0.0,0.0,0.0,0.0,0.0,0.10412550699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5742524880000002,0.0,0.0,0.0,0.0,1162.488939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234547858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5143570730000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633976263,0.0,0.0,0.0,0.0,0.0,0.0,1.11975201,0.0,0.0,0.0,0.0,0.877618943,0.0,0.0,0.0,0.0,0.74668436,0.0,0.0,0.0,0.0,0.8600402659999999,0.8910405840000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76281502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472566848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6316107119999999,0.0,0.0,0.0,1.419285589,0.0,0.0,0.6664428689999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.058087856,0.0,53.6917316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6392626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.4845543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.60742086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.154307299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.6627338,78.80268771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.751962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.48057441,0.8600402659999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.80852911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
